Coder,ID,Timestamp,Who?,What?,Re Who?,To Whom?,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:52.2,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:55.3,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:56.7,Y,LUP+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:33:57.9,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:08.2,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:13.9,CHW,OQECML+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:24.4,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:25.6,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:49.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:52.1,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:55.7,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:57.5,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:58.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:59.8,CHW,ROS,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:34:59.9,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:35:18.0,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:35:19.8,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:35:21.6,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:35:32.3,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:35:49.1,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:23.3,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:25.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:27.0,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:28.2,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:29.2,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:43.8,Y,HUPO,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:49.4,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:36:55.5,Y,ADV-,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:37:26.4,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:08.8,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:11.6,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:18.3,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:30.3,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:42.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:44.1,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:54.1,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:58.1,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:59.7,CHW,CQTBN,O,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:38:59.8,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:06.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:09.0,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:12.9,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:15.5,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:21.0,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:22.2,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:39:52.3,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:01.4,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:07.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:08.5,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:16.0,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:33.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:37.7,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:40:56.3,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:10.6,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:11.7,Y,HUPW,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:14.5,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:15.9,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:17.3,CHW,ROS,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:18.5,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:19.7,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:21.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:22.6,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:23.8,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:24.8,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:24.9,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:25.0,CHW,CQO,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:25.1,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:55.4,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:57.4,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:41:58.6,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:05.1,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:05.2,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:11.1,Y,LUP+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:12.0,CHW,ADV+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:13.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:14.8,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:14.9,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:18.0,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:23.9,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:26.7,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:28.3,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:29.6,Y,HUPW,OUR,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:32.8,Y,HUPW,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:34.0,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:35.8,Y,CON,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:37.0,CG,CON,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:43.3,Y,HUPO,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:46.2,CG,HUPO,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:50.2,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:52.2,CHW,SO,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:53.4,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:55.3,Y,LUP+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:42:56.5,CHW,CQTBN,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:01.7,Y,HUPW,OUR,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:08.4,Y,HUPW,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:13.6,Y,HUPO,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:17.0,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:20.8,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:22.2,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:24.0,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:26.3,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:27.9,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:29.1,CHW,CQO,CHW,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:33.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:36.0,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:43.5,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:46.1,CHW,CQO,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:43:49.9,CG,CHT-,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:02.5,CG,HUPO,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:07.3,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:10.2,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:10.3,CHW,OQECHT+,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:27.4,CG,CHT-,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:35.7,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:36.9,CHW,SO,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:38.1,CG,LUP+,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:39.3,CHW,RCHT+S,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:42.2,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:44.4,CHW,GINFO+,O,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:44:51.9,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:01.4,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:03.2,CHW,GINFO+,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:10.7,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:11.9,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:15.1,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:23.2,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:24.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:40.0,CHW,CQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:42.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:44.1,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:44.2,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:53.0,Y,LUP+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:54.0,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:45:59.0,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:46:01.3,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:46:01.4,CHW,OQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:46:11.0,Y,CHT+,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:46:12.6,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:46:14.6,CG,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:46:26.8,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:10.0,CG,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:15.1,CHW,GINFO+,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:18.7,CG,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:25.8,Y,CML-,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:27.2,CG,HUPW,OUR,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:28.8,Y,CML-,OUR,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:29.6,CHW,GINFO+,OUR,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:31.0,CG,CML+,OUR,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:33.1,CHW,GINFO+,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:35.3,CG,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:37.9,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:38.9,CG,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:40.6,CHW,AFL,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:40.7,CHW,OQECHT+,OUR,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:44.7,Y,CHT+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:46.6,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:47:48.6,CG,HUPW,CHW,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:48:08.8,CHW,SO,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:48:10.0,CG,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:48:25.6,CHW,AFL,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:48:25.7,CHW,GINFO+,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:48:25.8,CHW,SS,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:01.6,CG,LUP+,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:06.3,CHW,SO,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:21.2,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:32.1,CG,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:42.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:45.1,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:46.3,CHW,ADV-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:46.4,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:46.5,CHW,OQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:48.5,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:49.7,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:51.7,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:49:51.8,CHW,OQECHT-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:01.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:02.7,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:04.3,CG,ADV-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:13.1,Y,CHT-,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:20.0,CG,ADV-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:25.9,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:26.7,CG,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:31.9,CHW,CQTBN,O,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:33.1,CG,HUPW,O,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:34.7,Y,HUPW,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:39.1,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:42.4,CG,CON,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:44.2,Y,CON,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:46.6,CHW,CQTBN,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:51.1,CG,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:52.3,CHW,GINFO+,O,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:53.9,CG,HUPW,O,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:50:58.8,CHW,SO,CHW,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:51:02.6,CG,CHT+,OUR,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:51:32.2,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:51:34.2,CG,CHT+,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:51:37.0,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:51:55.4,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:51:58.5,CHW,GINFO+,CHW,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:01.1,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:02.3,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:06.1,Y,HUPW,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:16.2,CG,HUPO,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:21.5,Y,HUPO,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:27.5,CHW,OQTBN,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:29.6,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:30.8,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:33.4,CHW,EA,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:38.5,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:40.3,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:41.9,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:46.6,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:48.6,CHW,CQECML+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:50.4,Y,CML+,WE,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:52.4,CHW,GINFO+,WE,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:54.2,CG,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:55.5,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:52:57.5,Y,CML+,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:31.8,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:33.0,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:41.5,Y,CML+,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:45.5,CG,HUPO,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:53.2,CHW,ADV+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:56.3,CG,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:54:58.5,CHW,GINFO-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:00.3,CG,HUPW,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:03.3,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:04.5,CG,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:07.0,Y,CON,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:09.0,CG,HUPW,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:12.0,Y,CML+,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:15.1,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:17.9,Y,HUPW,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:21.1,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:25.2,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:26.4,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:55:42.8,Y,HUPO,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:01.1,Y,CML+,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:08.7,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:10.6,CHW,RCML+S,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:13.4,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:16.0,CHW,GINFO+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:21.7,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:24.3,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:27.4,Y,CML+,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:36.7,Y,HUPW,Y,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:56:38.7,CG,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:01.4,Y,CHT-,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:03.4,CHW,SO,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:04.4,CG,HUPW,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:05.6,CHW,EA,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:05.7,CHW,GINFO+,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:23.0,CG,ADV+,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:26.2,CHW,GINFO+,O,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:34.1,CG,CHT+,CG,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:36.6,CHW,GINFO+,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:39.8,Y,HUPW,Y,NO,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:49.3,Y,CHT-,CG,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:52.0,CG,HUPW,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:53.2,Y,CHT-,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:55.4,CHW,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:57:57.4,Y,SANDWICH,SANDWICH,SANDWICH,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:05.7,CHW,ADV+,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:06.9,Y,HUPW,CG,CG,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:13.8,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:16.0,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:17.1,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:21.7,CHW,GINFO+,WE,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:36.7,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:40.5,CG,ADV+,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:42.3,Y,CML+,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:43.8,CG,LUP+,CG,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:45.0,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:46.0,Y,HUPW,Y,B,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:49.4,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:50.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:52.7,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:54.3,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:55.9,CHW,ROS,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:58:56.0,CHW,CQTBN,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,00:59:25.8,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,01:00:26.1,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,01:00:28.2,CHW,OQECHT-,Y,Y,,,,,,,,,,,,
JW,C108 F377 SM1,01:00:34.6,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,01:00:36.7,CHW,GINFO+,CHW,Y,,,,,,,,,,,,
JW,C108 F377 SM1,01:00:56.7,Y,HUPW,Y,CHW,,,,,,,,,,,,
JW,C108 F377 SM1,01:01:51.0,CHW,CQTBN,O,Y,,,,,,,,,,,,
JW,C108 F377 SM1,01:01:53.4,Y,HUPW,O,CHW,,,,,,,,,,,,
